feature,importance
Morgan_197,0.21924712738916327
PC_NumAtoms,0.19510025903056832
PC_HeavyAtomCount,0.19510025903056832
QED_HBA,0.18103287733474352
Morgan_707,0.17440634157983967
Morgan_58,0.1739128887954379
Morgan_841,0.17166263341734855
Morgan_213,0.17086366490058894
Avalon_329,0.16586479895633788
Avalon_286,0.16180867340937696
QED_ROTB,0.1600139802503558
PC_RotB,0.1600139802503558
Morgan_16,0.15930619914969474
QED_AROM,0.1537811662009586
Morgan_389,0.15229632613878835
Avalon_318,0.14981202552810982
Avalon_132,0.14981202552810982
PC_Rings,0.14729709846176509
Avalon_372,0.14670595953082652
Avalon_468,0.14517472338529966
Morgan_419,0.14057312653723977
Avalon_390,0.14030155219585677
Morgan_822,0.1402462954952472
Avalon_348,0.13987994449395807
Avalon_384,0.13983712810844356
Morgan_853,0.13889808963974554
Morgan_946,0.13779468553466098
Avalon_423,0.13774201288569846
Morgan_259,0.13721378242244006
PC_HBA,0.13653289924431644
Avalon_177,0.1319129077742062
Morgan_718,0.1313280482739993
Morgan_840,0.13127336104625917
QED_ALERTS,0.13125204806046667
Morgan_475,0.12921527934534605
Morgan_695,0.12912997949830532
Morgan_289,0.12783395362281347
Morgan_578,0.12783395362281347
Avalon_358,0.12783395362281347
Morgan_754,0.12783395362281347
Avalon_242,0.12783395362281347
Avalon_22,0.12498914770479383
Morgan_13,0.1240129936268279
Morgan_669,0.11907589627885859
PC_HBD,0.11775967160583276
QED_HBD,0.11775967160583276
Morgan_193,0.11697615152060892
Avalon_146,0.1155433753262268
Morgan_731,0.11440450335191432
Morgan_148,0.11425006415089278
Morgan_445,0.11392051512980379
Morgan_592,0.11339334570548602
Morgan_134,0.11223088329836022
Avalon_275,0.11219524266227623
Avalon_309,0.10973690558530232
Avalon_467,0.1095864472118064
Avalon_128,0.10904012919781034
Morgan_745,0.1079119701834053
Avalon_321,0.10703362324734958
Morgan_26,0.10568345593179174
Morgan_169,0.10568345593179174
Morgan_476,0.10568345593179174
Morgan_449,0.10568345593179174
Avalon_17,0.10459480372342127
Morgan_510,0.10434612028404595
Morgan_551,0.10411052975635944
Morgan_416,0.10411052975635944
Morgan_821,0.10395486185291603
Morgan_949,0.10395486185291603
Avalon_443,0.1030821271697175
Avalon_129,0.1030821271697175
Morgan_860,0.1030821271697175
Morgan_220,0.10292058788572953
Morgan_228,0.10279023183474745
Morgan_593,0.10279023183474745
Morgan_562,0.10279023183474745
Avalon_116,0.10240147439534515
Morgan_290,0.10135874509132188
Morgan_602,0.10135874509132188
Morgan_284,0.10135874509132188
