feature,importance
GC_Std,0.024337098455734445
GC_Sum,0.021811137678103287
PC_FractionCSP3,0.02117597408276206
QED_ALOGP,0.020838022841931016
PC_LogP,0.02078562118797518
PC_MolWt,0.02074254761045094
PC_RigidityProxy,0.02044287214837262
QED_MW,0.01943138848261915
GC_Mean,0.018708199173521612
QED_PSA,0.018446636896114005
PC_NumAtoms,0.018333802260048864
PC_TPSA,0.01810441204069493
PC_RotB,0.016697413891363356
PC_HeavyAtomCount,0.014952000828583023
QED_HBA,0.01386827528985462
QED_ROTB,0.0129768627486052
GC_Min,0.010883256469185663
PC_HBA,0.01028375559826128
PC_HBD,0.008615809805909291
GC_Max,0.007380076107659506
Avalon_116,0.006354850018643781
QED_HBD,0.005922425329306735
Avalon_177,0.005828106440930001
Morgan_512,0.005658784399955844
Morgan_618,0.005484918176071574
Morgan_598,0.005355813214867419
Morgan_781,0.005320856214245298
Avalon_329,0.00531246984233853
PC_Rings,0.005311539948751597
Morgan_695,0.0050880799646476895
Morgan_63,0.004992811016025214
Morgan_903,0.004989452181622783
Morgan_966,0.00494568594397212
Avalon_430,0.004784263748882312
Avalon_463,0.004736417726407415
Morgan_41,0.004722425363070464
Avalon_101,0.0047157356277976225
Morgan_428,0.004699927924454221
Avalon_178,0.004610924590996132
Morgan_263,0.0045703267734440245
Morgan_58,0.0044743285127902205
Morgan_852,0.004471162959488754
Morgan_731,0.00442669378750805
Morgan_148,0.004390079209502971
Avalon_384,0.004344314833781548
Morgan_213,0.004326570503246934
Morgan_389,0.004243739953793216
QED_AROM,0.004102348730823351
Morgan_203,0.004020414037266832
Morgan_718,0.0040041095010060306
Morgan_745,0.003960550076171892
Avalon_3,0.0039055711030762308
Avalon_130,0.003894793053614117
Avalon_22,0.00377703494954083
Avalon_360,0.0037608384592139636
Morgan_841,0.0037447289268931687
Avalon_246,0.003743939459610915
Morgan_1007,0.0036705306013036752
Avalon_423,0.0036689209320658884
Morgan_218,0.0036660916829328854
Morgan_857,0.003650657397783424
Morgan_5,0.0036366274598670263
Morgan_795,0.003595888008832177
Morgan_1004,0.003568951632714234
Morgan_253,0.0035578753888971287
Avalon_306,0.0035233136085898674
Morgan_220,0.0034580732370025325
Avalon_129,0.0034364899860674872
Morgan_134,0.003421598024385296
