dataset,target,model,n_samples,n_features,n_classes,mean_accuracy,std_accuracy,mean_precision,std_precision,mean_recall,std_recall,mean_f1,std_f1,mean_auc,std_auc
sif_sgf_second_cleaned,SGF,LogisticRegression,558,1560,4,0.5734555984555985,0.030316506830118883,0.4323975712595597,0.02172917078001738,0.4323679031360972,0.06120868425347127,0.39925027997406526,0.02652223090806919,0.730460525950738,0.027433962377650552
sif_sgf_second_cleaned,SGF,RandomForest,558,1560,4,0.7902992277992278,0.04382150498402177,0.547368474154995,0.11956222821594871,0.47477850154736945,0.0338679905549259,0.48063860896499533,0.04480913591426371,0.7961861490486364,0.02583640758869459
sif_sgf_second_cleaned,SGF,XGBoost,558,1560,4,0.7633204633204633,0.03766427324623398,0.46447717696990765,0.05121169417673915,0.46917623076484266,0.03784102703170231,0.4656668322260466,0.044441522467627566,0.8103023649364228,0.022757448595667945
