dataset,target,model,n_samples,n_features,n_classes,mean_accuracy,std_accuracy,mean_precision,std_precision,mean_recall,std_recall,mean_f1,std_f1,mean_auc,std_auc
US9624268_cleaned,SIF,LogisticRegression,130,1560,5,0.3769230769230769,0.09182566451010248,0.30325974025974023,0.06897616300133247,0.3084444444444444,0.06019310489203233,0.297100585688821,0.06424483991682313,0.6313505091100999,0.03794239662013847
US9624268_cleaned,SIF,RandomForest,130,1560,5,0.4461538461538462,0.07975554366664504,0.32930303030303026,0.09563451342568723,0.3306666666666666,0.08622966749069343,0.3174909090909091,0.08702561447958497,0.6348646651018774,0.05971151941964753
US9624268_cleaned,SIF,XGBoost,130,1560,5,0.41538461538461535,0.07398224639104362,0.3229307359307359,0.09109736173686711,0.33999999999999997,0.08137703743822473,0.3236293668491811,0.0811203726270544,0.6546066870753571,0.023633562681574235
