dataset,target,model,n_samples,n_features,n_classes,mean_accuracy,std_accuracy,mean_precision,std_precision,mean_recall,std_recall,mean_f1,std_f1,mean_auc,std_auc
US9624268_cleaned,SGF,LogisticRegression,90,1560,5,0.39999999999999997,0.09938079899999067,0.31880952380952376,0.16889328971471185,0.30353571428571424,0.11631616140830088,0.2935641025641026,0.12250862352352414,0.6457191460500284,0.09003509179340524
US9624268_cleaned,SGF,RandomForest,90,1560,5,0.48888888888888893,0.09938079899999068,0.332030303030303,0.14731868039217078,0.31864285714285717,0.0978754472511016,0.3005069268536761,0.10289864174051237,0.6450905334453129,0.14829452693600367
US9624268_cleaned,SGF,XGBoost,90,1560,5,0.39999999999999997,0.1204415743815489,0.28261904761904766,0.10447607110294002,0.27674999999999994,0.09735212854943942,0.26802741702741706,0.09049307276597617,0.5278526089923149,0.07193558934980268
