feature,importance
GC_Mean,0.027515962299138063
PC_HeavyAtomCount,0.02680221365199706
PC_MolWt,0.02246703475099503
GC_Std,0.01944803094028951
PC_TPSA,0.01863544804347227
PC_LogP,0.017118302187293707
PC_NumAtoms,0.01664655273316395
Morgan_750,0.01616486000913115
Morgan_545,0.015523020361534358
Morgan_132,0.015451459520773415
QED_ALOGP,0.014168985974327142
GC_Sum,0.013576342238189041
Morgan_148,0.013035978085038006
PC_FractionCSP3,0.012988112464155939
QED_MW,0.012364321500702512
Morgan_736,0.012230329964003745
Morgan_789,0.0120025397475387
QED_ROTB,0.011930005637473122
Morgan_160,0.011432033412576155
QED_HBD,0.011118108525129271
Avalon_231,0.010572279854868251
PC_RigidityProxy,0.010466291243628644
Morgan_483,0.010276272107218971
QED_PSA,0.010153757666285958
Avalon_406,0.009892834716170338
PC_HBD,0.009743400241417642
Morgan_608,0.009703923210049871
GC_Max,0.008767801819498334
Morgan_139,0.00814715657893478
Morgan_636,0.0076931465700176725
Avalon_32,0.006982250381959646
QED_HBA,0.0068567727939993495
Avalon_467,0.00657877077938541
PC_HBA,0.006377149547738861
PC_Rings,0.006189170502398816
Morgan_569,0.006172681528520581
Avalon_272,0.006054075242262658
PC_RotB,0.006007188151939551
Morgan_206,0.005918378629212858
Morgan_303,0.005820201726157715
Morgan_93,0.005802551406161707
Morgan_744,0.005698693818033942
Morgan_960,0.005589310216611281
Morgan_693,0.005408081705995298
Morgan_20,0.005259940066109629
Avalon_368,0.0052380168822427796
Morgan_263,0.005024619711637932
Morgan_981,0.005007898177258923
Avalon_266,0.004976884992993241
Morgan_188,0.004757648930187356
Morgan_540,0.004687916202355635
Morgan_58,0.004545697228774753
Avalon_311,0.004474431333894968
Avalon_401,0.0043731732928800685
Morgan_854,0.0042702935446547454
Morgan_643,0.00419277008937418
Avalon_178,0.0041666389239205645
Morgan_435,0.004046494991757556
Morgan_512,0.0040265176916115825
Avalon_314,0.003922969644142683
Morgan_641,0.0038908999276773197
Morgan_857,0.0038885025716147163
Avalon_258,0.003882049304057425
Morgan_561,0.003766953087560335
Morgan_119,0.0036662927552597955
Morgan_597,0.0036295919880847765
Morgan_816,0.0035744953589165974
Avalon_473,0.003523365402885141
Morgan_460,0.003491659774320701
QED_AROM,0.003443936873537531
Avalon_203,0.003423956881402084
Avalon_392,0.0033334044226697966
Avalon_461,0.0033260059978441232
Avalon_341,0.0032488384346472383
Morgan_277,0.0032391732251974225
Avalon_50,0.0032192214734555525
Avalon_376,0.0031897656655083505
Morgan_804,0.0031328900147803394
Avalon_171,0.003118443033192921
Avalon_317,0.002944513726028096
Avalon_213,0.002926425974785073
Avalon_189,0.002866923002473578
Morgan_493,0.002849501115836715
Morgan_333,0.002848608036718282
Morgan_413,0.0028447147594893927
Morgan_745,0.002835509104845496
Morgan_114,0.002765571187268886
Morgan_560,0.002702013370271951
Morgan_456,0.002700919683448593
Morgan_822,0.0026387195027468935
Morgan_203,0.002604112345812948
Morgan_393,0.0025716340303577
Morgan_549,0.0025498784837583873
Morgan_955,0.002514975772327949
Morgan_175,0.002512277564158871
Avalon_172,0.0024615394804220004
Morgan_134,0.0024326789095673353
Morgan_531,0.0024284263487294095
Morgan_881,0.0024088720961865377
Morgan_885,0.0024062213709466203
Morgan_863,0.0023880188649677476
Morgan_21,0.00238371674762942
Morgan_783,0.002365396186502497
Avalon_485,0.002359615003174196
Avalon_242,0.0023577890791560614
Avalon_315,0.002351974530219906
GC_Min,0.0023215450585023795
Avalon_492,0.0023143647205854196
Morgan_917,0.00230459508134903
Avalon_466,0.0022889325010864124
Morgan_596,0.002265261036125161
Avalon_440,0.0022428833832871904
Morgan_266,0.0022415297195339757
Morgan_598,0.002235350870815129
Morgan_992,0.002229861133432076
Avalon_316,0.0022186744439431794
Avalon_157,0.002199503850156835
Morgan_966,0.0021737512023135334
Morgan_56,0.0021731197540746337
Morgan_315,0.002160337117985606
Morgan_759,0.002155188721841219
Avalon_130,0.002133507832777647
Morgan_363,0.0021279127668971977
Morgan_165,0.0021261851425791183
Avalon_137,0.002121295671685521
Morgan_430,0.0021003361968406106
Morgan_911,0.0020523779545665783
Avalon_396,0.0020491700229416897
Avalon_445,0.0020216485473169314
Morgan_242,0.0020016669002622623
Morgan_649,0.0019810961820750255
Avalon_462,0.0019430275967827091
Morgan_5,0.0019341570231467813
Avalon_152,0.0019162994263860144
Morgan_795,0.0019149596247887307
Morgan_106,0.0019008378029497619
Avalon_324,0.0018946842246496266
Morgan_578,0.0018811628985818474
Morgan_926,0.0018550978621206338
Avalon_358,0.001852475840969161
Morgan_310,0.0018492753963243902
Morgan_880,0.0018479888577969425
Avalon_383,0.001836823215381255
Morgan_344,0.001833832175722992
Morgan_968,0.0018073704334627399
Avalon_6,0.0017974473282288427
Morgan_730,0.0017936671388800135
Morgan_961,0.001736241370101232
Avalon_179,0.001733747074141952
Morgan_958,0.0017154536558653694
Morgan_325,0.0017147227978808479
Morgan_419,0.0017141940033260905
Morgan_436,0.0017070305316174575
Avalon_96,0.0016947795485492375
Avalon_47,0.0016831306595477902
Morgan_878,0.0016827851112968762
